origin,race,sex,year,total_pop,pop_0,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,pop_10,pop_11,pop_12,pop_13,pop_14,pop_15,pop_16,pop_17,pop_18,pop_19,pop_20,pop_21,pop_22,pop_23,pop_24,pop_25,pop_26,pop_27,pop_28,pop_29,pop_30,pop_31,pop_32,pop_33,pop_34,pop_35,pop_36,pop_37,pop_38,pop_39,pop_40,pop_41,pop_42,pop_43,pop_44,pop_45,pop_46,pop_47,pop_48,pop_49,pop_50,pop_51,pop_52,pop_53,pop_54,pop_55,pop_56,pop_57,pop_58,pop_59,pop_60,pop_61,pop_62,pop_63,pop_64,pop_65,pop_66,pop_67,pop_68,pop_69,pop_70,pop_71,pop_72,pop_73,pop_74,pop_75,pop_76,pop_77,pop_78,pop_79,pop_80,pop_81,pop_82,pop_83,pop_84,pop_85,pop_86,pop_87,pop_88,pop_89,pop_90,pop_91,pop_92,pop_93,pop_94,pop_95,pop_96,pop_97,pop_98,pop_99,pop_100
0,0,1,2041,189069720,2193819,2198588,2203033,2206226,2208407,2209998,2211565,2213601,2216449,2220052,2224394,2229041,2233663,2238346,2243498,2249796,2258402,2270526,2286364,2304705,2323672,2341589,2357361,2370660,2381656,2389970,2396162,2400413,2402627,2416565,2441331,2444026,2449179,2518913,2533826,2519015,2511731,2513306,2494232,2482951,2530999,2559365,2516344,2506804,2498325,2503724,2533344,2557757,2570747,2597653,2602598,2567860,2451702,2370186,2307427,2287303,2270433,2173193,2172943,2147382,2098146,2117672,1964066,1900950,1854445,1779663,1807686,1722393,1712818,1760951,1825409,1819172,1690092,1615064,1573774,1559095,1600402,1572282,1513136,1451786,1403143,1347698,1230044,1149056,1058517,943736,858210,746023,645191,551519,466937,393887,325356,269790,230684,136451,105535,79011,60635,38594,54954
0,0,1,2042,190038792,2200329,2204748,2208910,2211805,2213619,2214890,2216090,2217593,2219788,2222681,2226481,2230766,2235368,2240233,2245790,2252900,2262465,2275418,2292056,2311418,2331861,2351962,2369988,2385012,2397163,2406592,2413352,2417983,2420800,2421654,2434147,2457131,2458006,2461575,2530211,2544233,2528535,2520372,2521214,2501395,2489212,2536049,2563229,2519370,2509167,2500065,2504695,2533288,2556615,2568579,2594454,2598428,2562829,2446095,2363807,2300371,2279295,2261438,2163681,2162357,2136003,2086093,2104302,1950648,1886688,1838962,1763090,1788771,1702392,1690709,1735697,1796335,1786943,1656895,1579709,1535552,1516973,1552175,1519462,1456361,1390652,1336926,1276770,1157894,1073870,981273,867037,780721,671353,573724,484005,403911,335396,272331,221693,185801,107596,81357,59463,44494,59207
0,0,1,2043,191001980,2207198,2211331,2215134,2217726,2219242,2220138,2221015,2222148,2223812,2226054,2229136,2232875,2237122,2241968,2247719,2255250,2265637,2279560,2297048,2317233,2338712,2360305,2380512,2397805,2411682,2422250,2430128,2435300,2438489,2439948,2439352,2450068,2471207,2470504,2473008,2540729,2553828,2537273,2528377,2528481,2507736,2494412,2540079,2566310,2521839,2511016,2501171,2504856,2532331,2554653,2565668,2590474,2593511,2557057,2439702,2356712,2292537,2270520,2251664,2153458,2151078,2124012,2073354,2090069,1936271,1871204,1822079,1745026,1768218,1680812,1666843,1708456,1764940,1752142,1621094,1541736,1494574,1471760,1500504,1462977,1395539,1325563,1267199,1202431,1082697,996128,902134,789344,703129,597502,503982,419098,344324,281082,224079,178829,146701,83076,61333,43711,65940
0,0,1,2044,191961335,2214423,2218267,2221775,2224000,2225212,2225798,2226293,2227102,2228391,2230104,2232535,2235552,2239257,2243749,2249480,2257212,2268038,2282816,2301301,2322353,2344683,2367312,2389001,2408465,2424621,2436916,2445928,2452211,2455936,2457755,2457769,2455380,2464249,2483774,2482026,2483650,2550409,2562628,2545377,2535737,2534921,2513020,2498591,2543321,2568851,2523796,2512233,2501476,2504125,2530568,2551938,2561997,2585776,2587861,2550483,2432583,2348831,2283930,2260970,2241161,2142562,2139205,2111319,2059758,2074804,1920643,1854302,1803665,1725366,1746046,1657479,1641072,1679020,1731019,1714625,1582621,1500991,1450552,1423284,1445210,1402414,1330725,1256973,1194065,1124935,1004893,916409,821900,711472,626316,525355,436856,357665,288922,231577,181016,141439,113425,62721,45168,69629
0,0,1,2045,192918554,2221943,2225563,2228766,2230681,2231522,2231804,2231976,2232413,2233369,2234707,2236610,2238979,2241960,2245908,2251281,2259018,2270057,2285296,2304663,2326723,2349927,2373421,2396159,2417124,2435434,2450000,2460715,2468138,2472966,2475309,2475686,2473904,2469641,2476906,2495364,2492754,2493466,2559315,2570792,2552822,2542269,2540301,2517269,2501996,2546011,2570865,2525138,2512646,2500895,2502586,2528061,2548472,2557598,2580334,2581397,2543148,2424656,2340167,2274548,2250710,2229961,2131062,2126624,2097753,2045163,2058229,1903579,1835857,1783615,1704124,1722062,1632267,1613193,1647163,1694406,1674290,1541299,1457202,1403288,1371346,1385861,1337807,1262396,1184992,1117763,1044688,925056,835515,741393,634295,551199,455833,373230,300463,238346,187335,143378,109530,85750,46264,72828
0,0,1,2046,193875634,2229646,2233131,2236107,2237724,2238245,2238156,2238023,2238117,2238702,2239706,2241236,2243073,2245403,2248644,2253482,2260862,2271917,2287390,2307232,2330194,2354414,2378806,2402420,2424416,2444224,2460949,2473932,2483045,2489011,2492456,2493336,2491918,2488263,2482379,2488591,2506155,2502644,2502497,2567569,2578302,2559434,2547748,2544651,2520762,2504862,2548205,2572257,2525663,2512169,2499509,2500328,2524812,2544287,2552482,2574081,2574173,2534984,2415921,2330708,2264452,2239767,2218146,2118881,2113170,2083164,2029260,2040119,1884933,1815759,1761933,1681119,1696125,1604948,1582980,1612739,1655014,1630960,1496860,1410157,1352608,1315540,1322520,1269663,1190654,1109861,1038683,962294,843980,754278,661549,558756,478748,389871,313917,248175,193070,148612,111216,82959,63326,75515
0,0,1,2047,194833659,2237438,2240900,2243725,2245108,2245327,2244905,2244404,2244190,2244432,2245065,2246252,2247723,2249524,2252102,2256245,2263100,2273809,2289313,2309406,2332847,2358000,2383418,2407932,2430809,2451656,2469866,2485004,2496382,2504034,2508610,2510595,2509667,2506353,2501084,2494127,2499459,2516111,2511725,2510877,2575158,2584976,2564976,2552190,2548234,2523713,2507228,2549773,2572827,2525305,2510898,2497419,2497344,2520873,2539403,2546576,2567096,2566133,2525998,2406386,2320547,2253677,2228200,2205620,2105836,2098704,2067253,2011839,2020324,1864590,1794009,1738442,1656203,1668017,1575312,1550295,1575667,1612662,1584340,1449073,1359678,1298108,1255924,1255669,1198084,1115722,1031941,957426,878568,762496,673631,583304,485804,409914,328299,259617,201285,153375,115453,84374,61390,88957
0,0,1,2048,195794039,2245217,2248749,2251548,2252768,2252733,2252016,2251181,2250600,2250529,2250817,2251632,2252756,2254195,2256249,2259723,2265890,2276098,2291277,2311408,2335123,2360762,2387120,2412675,2436459,2458184,2477421,2494036,2507563,2517471,2523730,2526834,2527010,2524188,2519247,2512900,2505073,2509486,2525257,2520169,2518592,2581917,2590576,2569494,2555854,2551274,2526159,2508975,2550539,2572529,2524160,2508920,2494614,2493680,2516228,2533736,2539934,2559291,2557255,2516174,2396109,2309680,2242280,2215928,2192213,2091780,2082912,2049824,1992772,1998733,1842552,1770422,1712981,1629162,1637519,1543213,1515069,1535775,1567058,1534197,1397765,1305341,1239810,1192955,1185410,1123261,1037964,951811,874773,794342,681527,594508,507651,416415,345584,271846,210855,160122,119325,87734,62541,96325
0,0,1,2049,196758060,2252856,2256579,2259440,2260630,2260427,2259448,2258317,2257392,2256958,2256929,2257404,2258156,2259240,2260942,2263898,2269400,2278922,2293614,2313448,2337220,2363144,2389990,2416494,2441322,2463948,2484075,2501712,2516689,2528742,2537264,2542047,2543336,2541609,2537155,2531135,2523912,2515155,2518696,2533753,2527948,2525464,2587603,2595147,2573241,2558982,2553812,2527994,2509922,2550429,2571446,2522309,2506237,2491138,2489342,2510839,2527358,2532498,2550669,2547551,2505582,2385130,2298197,2230166,2202762,2177735,2076397,2065579,2030715,1971935,1975319,1818635,1744830,1685328,1599800,1604483,1508595,1477137,1492784,1517975,1480334,1342473,1247198,1178200,1126742,1111938,1045591,957947,870246,791541,710568,602016,517919,435606,351469,286518,221089,167966,124755,90818,65141,101574
0,0,1,2050,197726883,2260314,2264273,2267319,2268549,2268320,2267173,2265776,2264560,2263774,2263379,2263532,2263958,2264683,2266011,2268612,2273608,2282485,2296498,2315858,2339346,2365335,2392475,2419478,2445260,2468926,2489941,2508457,2524468,2537972,2548626,2555662,2558623,2558013,2554648,2549098,2542203,2534061,2524429,2527260,2541592,2534882,2531272,2592245,2598941,2576449,2561620,2555743,2529030,2510007,2549545,2569658,2519765,2502896,2486992,2484273,2504737,2520190,2524266,2541217,2537085,2494266,2373497,2285981,2217171,2188532,2161908,2059500,2046576,2009811,1949312,1949912,1792677,1717011,1655271,1567946,1568833,1471276,1436224,1446458,1465195,1422254,1283230,1185703,1113369,1057446,1035607,965589,876437,788042,708675,628226,524959,444890,368095,291760,233329,176374,131055,95090,67539,106489
0,0,1,2051,198701843,2267549,2271775,2275047,2276472,2276274,2275096,2273527,2272045,2270959,2270214,2269995,2270100,2270502,2271475,2273707,2278347,2286726,2300117,2318812,2341839,2367559,2394772,2422073,2448349,2472979,2495036,2514434,2531317,2545835,2557948,2567120,2572314,2573367,2571116,2566665,2560236,2552408,2543384,2533054,2535158,2548587,2540758,2536056,2596124,2602200,2579159,2563656,2556874,2529205,2509315,2547958,2567160,2516558,2498876,2482108,2478506,2497867,2512246,2515229,2531024,2525887,2482304,2361129,2272859,2203131,2172946,2144521,2040940,2025779,1987098,1924725,1922330,1764449,1686770,1622671,1533556,1530403,1431005,1392108,1396628,1408238,1360003,1220553,1120966,1045489,985428,956962,884050,794234,706123,627143,548355,451418,376378,305941,237909,186406,137835,100056,70819,111130
0,0,1,2052,199683551,2274494,2279057,2282580,2284239,2284232,2283075,2281469,2279813,2278471,2277431,2276860,2276586,2276661,2277313,2279191,2283468,2291502,2304408,2322490,2344881,2370141,2397090,2424471,2451060,2476180,2499195,2519637,2537384,2552766,2565897,2576520,2583859,2587147,2586537,2583188,2577852,2570491,2561780,2552044,2540997,2542219,2554512,2545597,2540057,2599464,2604955,2581266,2564888,2557152,2528608,2507946,2545688,2564018,2512696,2494144,2476538,2471976,2490238,2503509,2505453,2520113,2514032,2469576,2347849,2258677,2187733,2155798,2125424,2020596,2003175,1962394,1898000,1892347,1733735,1653944,1587455,1496446,1488903,1387550,1344608,1342790,1347130,1294099,1154523,1053152,974869,911174,876740,801745,712237,625441,547966,472037,382328,313217,249807,190333,145895,105398,74643,116291
0,0,1,2053,200672422,2281096,2286049,2289906,2291800,2292020,2291057,2289466,2287779,2286268,2284961,2284098,2283471,2283162,2283487,2285050,2288990,2296664,2309232,2326851,2348633,2373273,2399768,2426889,2453570,2478991,2502493,2523888,2542683,2558929,2572901,2584542,2593321,2598750,2600386,2598678,2594431,2588161,2579915,2570500,2560046,2548113,2548205,2559404,2549652,2543528,2602311,2607118,2582585,2565264,2556653,2527336,2505908,2542765,2560202,2508114,2488731,2470232,2464702,2481828,2494045,2494977,2508549,2501403,2455878,2333480,2243126,2170772,2136933,2104482,1998465,1978567,1935503,1868907,1859721,1700385,1618461,1549452,1456345,1444113,1340711,1293250,1284995,1282396,1224633,1085290,982563,902008,835353,795695,719566,631425,547022,472203,400257,318557,256094,200130,149193,111735,78755,122221
0,0,1,2054,201668373,2287344,2292688,2296931,2299157,2299608,2298874,2297477,2295793,2294248,2292773,2291644,2290719,2290059,2290002,2291238,2294867,2302209,2314432,2331734,2353069,2377105,2402982,2429659,2456082,2481600,2505392,2527274,2547018,2564318,2579148,2591624,2601425,2608278,2612055,2612574,2609969,2604789,2597646,2588693,2578554,2567202,2554142,2553168,2563529,2553188,2546522,2604565,2608490,2583045,2564869,2555487,2525404,2503235,2539204,2555658,2502850,2482563,2463179,2456669,2472708,2483889,2483873,2496242,2487810,2441042,2317687,2225976,2152090,2116237,2081673,1974329,1951766,1906224,1837205,1824286,1664316,1580130,1508364,1413005,1395822,1290005,1238043,1223734,1214122,1151757,1013175,909675,827549,758703,714715,638485,552768,471891,400853,333904,260792,205454,157106,114435,83628,128885
0,0,1,2055,202670930,2293249,2298981,2303607,2306213,2306988,2306481,2305308,2303821,2302278,2300766,2299464,2298275,2297315,2296909,2297769,2301079,2308125,2320020,2336983,2357999,2381602,2406898,2432959,2458940,2484193,2508086,2530250,2550476,2568722,2584614,2597947,2608579,2616448,2621637,2624293,2623907,2620365,2614310,2606457,2596785,2585749,2573278,2559156,2557351,2567111,2556221,2548924,2606043,2609011,2582743,2563806,2553648,2522836,2499924,2534935,2550447,2496843,2475667,2455376,2447937,2462915,2473119,2472025,2482959,2473066,2424742,2300259,2207071,2131558,2093656,2056791,1948012,1922549,1874292,1802733,1785960,1625337,1538672,1463922,1366236,1343490,1235467,1179499,1159088,1142476,1075815,938643,835123,752190,682034,634723,559490,477323,401032,334807,273705,209501,161510,120695,85784,136557
0,0,1,2056,203679892,2298822,2304919,2309920,2312912,2314068,2313876,2312933,2311666,2310325,2308812,2307477,2306112,2304880,2304185,2304698,2307625,2314357,2325973,2342626,2363312,2386601,2411471,2436951,2462321,2487135,2510761,2533021,2553525,2572253,2589090,2603482,2614964,2623661,2629863,2633932,2635686,2634362,2629942,2623180,2614591,2604038,2591876,2578342,2563385,2560997,2570211,2558682,2550556,2606661,2608771,2581782,2562091,2551192,2519645,2495928,2529994,2544487,2490111,2468032,2446895,2438549,2452509,2461615,2459223,2468539,2456833,2406726,2281023,2186285,2109145,2069025,2029658,1919289,1890678,1839548,1765398,1744523,1583137,1493794,1415921,1315496,1287139,1177567,1117674,1091199,1067737,997281,862351,759618,676735,606219,556703,483626,406083,335360,274791,220172,164925,124257,90617,142958
0,0,1,2057,204694411,2304111,2310526,2315885,2319252,2320791,2320974,2320345,2319313,2318184,2316874,2315535,2314135,2312737,2311767,2312000,2314578,2320930,2332236,2348606,2369001,2391961,2416521,2441591,2466388,2490596,2513777,2535761,2556362,2575366,2592675,2608019,2620552,2630095,2637116,2642203,2645360,2646171,2643967,2638839,2631351,2621889,2610204,2596977,2582619,2567083,2564161,2572734,2560377,2551336,2606525,2607873,2580160,2559760,2548108,2515759,2491280,2524323,2537793,2482638,2459704,2437759,2428570,2441394,2449178,2445305,2452647,2438897,2386860,2259867,2163575,2084650,2042117,2000026,1887903,1855962,1801889,1725007,1699657,1537432,1445284,1363805,1260815,1227301,1116389,1052710,1020336,990386,916799,784989,683948,602049,532206,481708,411893,339964,275592,221340,173570,127065,93431,150382
0,0,1,2058,205713857,2309162,2315848,2321518,2325247,2327149,2327715,2327458,2326737,2325841,2324744,2323605,2322202,2320766,2319631,2319588,2321886,2327893,2338831,2354915,2375030,2397706,2421942,2446711,2471100,2494727,2517302,2538845,2559167,2578264,2595848,2611661,2625145,2635741,2643595,2649498,2653670,2655880,2655805,2652906,2647057,2638673,2628086,2615344,2601307,2586380,2570295,2566745,2574482,2561223,2551391,2605732,2606303,2577928,2556806,2544333,2511231,2485913,2517922,2530363,2474490,2450729,2428029,2417895,2429366,2435639,2429927,2435051,2419088,2364983,2236734,2138760,2057898,2012710,1967658,1853712,1818345,1761119,1681204,1651054,1487999,1392576,1307595,1202703,1164044,1052049,984868,946956,911070,835150,707378,608964,529043,460953,410704,345228,279715,222273,174722,133923,95695,157065
0,0,1,2059,206737349,2314051,2320927,2326871,2330900,2333175,2334102,2334208,2333863,2333268,2332402,2331479,2330276,2328845,2327669,2327459,2329491,2335232,2345822,2361542,2381377,2403774,2427738,2452187,2476277,2499506,2521498,2542433,2562308,2581120,2598797,2614880,2628832,2640373,2649281,2656017,2661007,2664246,2665578,2664785,2661160,2654429,2644916,2633261,2619715,2605107,2589649,2572937,2568563,2575394,2561341,2550781,2604285,2604143,2575073,2553160,2539910,2505989,2479845,2510797,2522243,2465695,2441181,2417614,2406317,2416230,2420652,2412865,2415585,2397238,2341060,2211423,2111618,2028626,1980546,1932377,1816611,1777593,1716884,1633708,1598457,1434243,1335686,1247834,1141231,1097478,984813,914563,871653,830518,753153,630396,535589,458685,393421,344622,284400,225885,175711,135002,101008,162884
0,0,1,2060,207763811,2318838,2325838,2331966,2336268,2338842,2340141,2340617,2340625,2340405,2339840,2339149,2338156,2336922,2335754,2335500,2337370,2342844,2353174,2368550,2388034,2410164,2433858,2458039,2481806,2504740,2526331,2546688,2565955,2584309,2601702,2617879,2632097,2644106,2653957,2661747,2667567,2671616,2673974,2674592,2673082,2668559,2660707,2650137,2637656,2623553,2608414,2592340,2574818,2569551,2575582,2560816,2549543,2602244,2601349,2571533,2548879,2534783,2500059,2473074,2503000,2513471,2456324,2430929,2406305,2393681,2401700,2403995,2393962,2394103,2373325,2314858,2183716,2081910,1996595,1945467,1894095,1776397,1733364,1668889,1582261,1541221,1376166,1275159,1184573,1076512,1027881,915091,842356,795123,749559,671757,554974,464807,391909,330493,284245,229973,178810,135959,101970,170287
0,0,2,2014,161748415,1939928,1933019,1941924,1955816,1959463,1960765,2023097,2030676,2013207,2007948,2013208,1999357,1990699,2038164,2065487,2033092,2034973,2044101,2057632,2102178,2146302,2176351,2241234,2294579,2296491,2208572,2162019,2128046,2140957,2165936,2106937,2144748,2149396,2130303,2165138,2041384,2004078,1989912,1931202,1988757,1935588,1972415,2059589,2179934,2199462,2089714,2049025,2058376,2096457,2225392,2276447,2280045,2279410,2313739,2329740,2261793,2253669,2236541,2163714,2148502,2071851,1997755,1922903,1870539,1825793,1777315,1760799,1834277,1359937,1346338,1318379,1352220,1183698,1088408,1031799,970054,934982,866379,831401,802816,723658,704463,676286,647736,624666,565616,532756,487498,435594,394561,342975,289389,245393,200852,157183,114526,90261,63710,46757,33053,57211
0,0,2,2015,163023826,1954084,1948010,1941109,1949129,1962214,1965385,1966403,2028486,2035998,2018484,2013135,2018380,2004515,1996106,2044275,2072975,2042621,2047014,2058921,2075068,2121504,2166661,2197046,2261894,2314905,2316253,2227721,2180232,2145215,2156750,2180113,2119508,2155569,2158857,2138728,2172692,2048571,2010825,1996337,1937186,1993933,1939964,1975798,2062103,2181594,2200447,2090378,2049083,2057900,2095234,2223075,2273290,2276152,2274964,2308564,2323742,2255439,2246651,2228897,2155767,2139811,2062678,1987903,1912339,1858974,1813039,1763268,1745039,1815724,1345279,1330014,1300455,1331510,1163643,1067871,1010002,947133,910160,840660,803792,772979,693655,671747,640996,609641,583225,523428,488221,441946,390203,348754,298726,248068,206687,165982,127313,90723,69837,48087,34373,58087
0,0,2,2016,164304770,1968007,1962265,1956196,1948381,1955580,1968185,1971044,1971882,2033823,2041309,2023749,2018331,2023627,2009975,2002333,2051847,2082584,2054759,2062003,2076496,2094560,2142108,2187466,2217939,2282453,2334875,2335565,2246137,2197530,2161163,2171151,2192715,2130524,2165149,2167390,2146470,2179802,2055429,2017276,2002369,1942569,1998324,1943549,1978489,2064066,2182752,2200967,2090513,2048637,2056926,2093491,2220229,2269606,2271820,2270136,2302936,2317282,2248600,2239197,2220805,2147302,2130418,2052653,1977070,1900731,1846219,1798914,1747771,1727761,1795519,1329242,1312147,1280897,1309008,1141832,1045537,986311,922249,883371,813019,774175,741123,661704,636939,603611,569531,540064,480024,442965,396227,345268,304137,256383,209249,171083,134625,101066,70334,52821,35424,58705
0,0,2,2017,165591056,1981628,1976276,1970531,1963552,1954894,1961598,1973884,1976538,1977298,2039152,2046595,2029005,2023585,2029155,2016247,2010029,2061555,2094807,2069862,2079760,2096150,2115336,2163160,2208461,2238706,2302626,2354390,2354126,2263618,2213568,2175689,2183961,2203759,2140290,2173763,2175228,2153754,2186556,2061990,2023332,2007785,1947159,2001903,1946433,1980630,2065549,2183428,2200930,2090126,2047712,2055460,2091224,2216872,2265513,2267125,2264873,2296847,2310345,2241340,2231299,2212197,2138130,2120157,2041613,1965175,1887917,1832072,1783312,1730737,1708901,1773538,1311663,1292617,1259609,1284565,1118130,1021265,960582,895353,854558,783321,742519,707204,627695,600051,564228,527740,495644,435897,397523,350949,301456,261380,216556,173490,139001,107024,78544,53307,38997,59472
0,0,2,2018,166881411,1994394,1989990,1984618,1977952,1970136,1960969,1967333,1979406,1981968,1982703,2044447,2051866,2034309,2029126,2035488,2024007,2019862,2073898,2110039,2087767,2099615,2117113,2136569,2184395,2229334,2259098,2322335,2373140,2371736,2279814,2228159,2188606,2195176,2213537,2149074,2181661,2182610,2160684,2193001,2068139,2028775,2012399,1950932,2004770,1948763,1982286,2066569,2183564,2200375,2089267,2046285,2053492,2088479,2213114,2261049,2262018,2259149,2290279,2302963,2233647,2222880,2202875,2128095,2108872,2029489,1952036,1873684,1816418,1766145,1712117,1688349,1749584,1292423,1271356,1236443,1258016,1092364,994894,932786,866422,823575,751557,708808,671098,591647,561192,523164,484687,450447,391539,352455,306736,259413,221110,179799,141196,110713,83288,59675,39442,62373
0,0,2,2019,168174250,2006229,2002843,1998417,1992119,1984598,1976269,1966759,1972891,1984856,1987383,1988076,2049736,2057182,2039897,2035494,2043322,2033928,2032365,2089266,2128101,2107797,2120785,2138531,2157990,2205496,2249818,2278998,2341250,2390922,2388060,2294539,2241126,2199929,2205097,2222322,2157124,2189098,2189624,2167305,2199040,2073646,2033409,2016186,1954000,2007079,1950618,1983497,2067068,2183183,2199326,2087913,2044365,2051026,2085355,2209000,2256166,2256464,2252959,2283281,2295147,2225435,2213751,2192673,2117027,2096467,2016085,1937451,1857934,1799183,1747361,1691828,1665929,1723527,1271445,1248210,1211244,1229175,1064367,966369,902863,835283,790408,717704,672906,632816,553643,520646,480833,440833,404962,347503,308407,264262,219752,183879,146563,112669,86338,63373,44268,64608
0,0,2,2020,169467039,2016583,2014769,2011338,2005982,1998821,1990780,1982117,1972358,1978369,1990296,1992755,1993422,2055067,2062790,2046306,2043372,2053324,2046530,2047914,2107498,2148292,2129154,2142414,2160124,2179280,2226200,2269803,2298124,2359196,2407392,2402895,2307622,2252477,2209941,2214009,2230370,2164701,2196181,2196315,2173512,2204441,2078337,2037223,2019257,1956508,2008911,1952043,1984201,2067063,2182324,2197770,2086060,2041966,2048199,2081903,2204480,2250839,2250455,2246344,2275849,2286808,2216521,2203745,2181429,2104851,2082753,2001203,1921310,1840576,1780332,1726881,1669655,1641491,1695235,1248587,1223013,1183826,1197857,1034074,935639,870627,801905,755047,681641,634809,592443,513958,478819,437679,396671,359763,304408,266029,224136,183030,150152,117147,88036,65831,47087,69469
0,0,2,2021,170756812,2024922,2025216,2023332,2018946,2012717,2005018,1996638,1987745,1977855,1983795,1995735,1998158,1998856,2060752,2069292,2054316,2053540,2066146,2062326,2066471,2128023,2169971,2151089,2164359,2181709,2200281,2246507,2289104,2316339,2375891,2422404,2416110,2319079,2262526,2218955,2222185,2237925,2171908,2202915,2202546,2179050,2208978,2082131,2040235,2021680,1958454,2010220,1952879,1984328,2066511,2180876,2195611,2083648,2039142,2044972,2077972,2199419,2244943,2243915,2239196,2267802,2277642,2206621,2192597,2168952,2091294,2067456,1984675,1903497,1821593,1759775,1704551,1645516,1614964,1664550,1223731,1195623,1154051,1164022,1001471,902532,836085,766342,717402,643383,594650,550299,473014,436173,394189,352750,315510,262902,225949,186932,149705,120247,91694,67268,49023,74618
0,0,2,2022,172041918,2031406,2033657,2033871,2031017,2025747,2018977,2010925,2002319,1993304,1983341,1989285,2001172,2003645,2004631,2067317,2077369,2064585,2066484,2082101,2081067,2087238,2149921,2192144,2173253,2186195,2202916,2220807,2266035,2307425,2333238,2391094,2435770,2427693,2329234,2271580,2227243,2229905,2245158,2178804,2209242,2208137,2183772,2212677,2085218,2042701,2023634,1959982,2011040,1953249,1984027,2065494,2178941,2192981,2080891,2036006,2041376,2073641,2193931,2238645,2236964,2231576,2259066,2267615,2195705,2180337,2155153,2076222,2050549,1966481,1884047,1800862,1737287,1680163,1619231,1586121,1631235,1196635,1165828,1121803,1127565,966300,866999,799249,728427,677417,602985,552675,506772,431217,393148,350872,309672,272812,223583,188711,153119,120096,94308,70186,50197,79270
0,0,2,2023,173320105,2036616,2040247,2042399,2041634,2037885,2032070,2024942,2016656,2007934,1998852,1988898,1994791,2006704,2009468,2011286,2075472,2087722,2077651,2082601,2101031,2102026,2109375,2172323,2214530,2195287,2207627,2223637,2240543,2284571,2324443,2348614,2404608,2447485,2437946,2338403,2279932,2235076,2237293,2252099,2185295,2214940,2212920,2187660,2215665,2087766,2044707,2025153,1961039,2011397,1953192,1983301,2064005,2176531,2189993,2077835,2032530,2037387,2068915,2188044,2231950,2229559,2223298,2249470,2256541,2183680,2166760,2139835,2059530,2031950,1946615,1862815,1778174,1712727,1653601,1590634,1554764,1595035,1167146,1133553,1087039,1088213,928520,829083,759965,688136,635194,560749,509285,462315,389015,350263,308344,268059,232304,186998,154815,123015,94362,72341,52471,83030
0,0,2,2024,174588943,2041022,2045559,2049079,2050239,2048567,2044265,2038095,2030726,2022325,2013532,2004461,1994454,2000374,2012566,2016171,2019534,2085919,2100897,2093910,2101704,2122202,2124364,2132006,2194924,2236774,2216909,2228560,2243566,2259275,2301790,2339964,2362326,2416471,2457872,2447187,2346842,2287831,2242577,2244366,2258639,2191163,2219835,2216872,2190814,2218081,2089830,2046272,2026192,1961638,2011330,1952696,1982124,2062072,2173760,2186695,2074432,2028671,2032994,2063817,2181777,2224810,2221497,2214184,2238855,2244346,2170348,2151652,2122861,2041131,2011626,1924917,1839573,1753357,1685950,1624685,1559518,1520648,1555731,1135171,1098730,1049459,1045930,888206,788633,718220,645572,591000,517057,464934,417385,346894,308111,267221,228523,194566,153643,124582,96814,72527,54203,86964
0,0,2,2025,175846124,2044786,2050067,2054470,2056987,2057236,2055010,2050344,2043927,2036437,2027974,2019187,2010061,2000078,2006286,2019315,2024477,2030088,2099206,2117299,2113178,2123069,2144767,2147202,2154851,2217385,2258615,2238032,2248683,2262484,2276665,2317480,2353794,2374365,2426998,2467228,2455676,2354817,2295381,2249761,2251035,2264537,2196214,2223881,2220083,2193401,2220007,2091462,2047360,2026765,1961821,2010805,1951754,1980511,2059805,2170694,2183017,2070647,2024425,2028261,2058378,2175078,2217022,2212621,2204082,2227125,2230812,2155488,2134886,2104141,2021022,1989422,1901131,1814137,1726282,1656792,1593212,1525643,1483575,1513171,1100618,1061044,1009031,1000792,845179,745631,674116,601006,545284,472360,420066,372511,305457,267312,228096,191640,160092,123841,98215,74529,54452,90681
0,0,2,2026,177089558,2047888,2053931,2059060,2062450,2064051,2063729,2061142,2056227,2049688,2042127,2033676,2024830,2015733,2006033,2013081,2027675,2035106,2043504,2115728,2136732,2134733,2145834,2167828,2170256,2177554,2239438,2279950,2258341,2267781,2280037,2292524,2331478,2365944,2385060,2436486,2475838,2463709,2362444,2302627,2256539,2257063,2269606,2200404,2227177,2222728,2195510,2221486,2092605,2047992,2026935,1961570,2009846,1950401,1978587,2057255,2167265,2178950,2066460,2019846,2023202,2052547,2167768,2208421,2202731,2192859,2214066,2215721,2138973,2116383,2083666,1999018,1965089,1875106,1786390,1696784,1625038,1558936,1488809,1443394,1467248,1063197,1020479,965855,952631,799434,700180,627904,554860,498472,427108,375226,328318,265297,228450,191552,157903,129238,97800,75750,56053,93224
